Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
11.0,749,Пасмурно,ЮЗ 3м/с,7.0,752.0,Ясно,ЮЗ 3м/с
13.0,757,Малооблачно,З 2м/с,11.0,758.0,Ясно,З 2м/с
17.0,758,Ясно,З 6м/с,14.0,758.0,Ясно,З 6м/с
20.0,758,Ясно,ЮЗ 4м/с,17.0,758.0,Ясно,ЮЗ 4м/с
23.0,759,Ясно,З 3м/с,19.0,759.0,Ясно,З 3м/с
25.0,761,Ясно,З 3м/с,17.0,760.0,Ясно,З 3м/с
26.0,760,Ясно,ЮВ 3м/с,21.0,759.0,Ясно,ЮВ 3м/с
25.0,757,Малооблачно,Ю 3м/с,19.0,755.0,Ясно,Ю 3м/с
27.0,749,Малооблачно,ЮЗ 4м/с,18.0,749.0,Малооблачно,ЮЗ 4м/с
17.0,750,Ясно,С 3м/с,11.0,751.0,Малооблачно,С 3м/с
10.0,749,Малооблачно,СЗ 4м/с,7.0,748.0,Ясно,СЗ 4м/с
17.0,740,Переменная облачность,З 4м/с,14.0,740.0,Пасмурно,З 4м/с
13.0,744,Ясно,СВ 2м/с,9.0,746.0,Ясно,СВ 2м/с
24.0,742,Пасмурно,ЮЗ 2м/с,20.0,740.0,Ясно,ЮЗ 2м/с
24.0,734,Малооблачно,З 3м/с,17.0,735.0,Переменная облачность,З 3м/с
13.0,743,Переменная облачность,З 2м/с,10.0,741.0,Пасмурно,З 2м/с
10.0,744,Пасмурно,З 3м/с,6.0,748.0,Ясно,З 3м/с
14.0,749,Малооблачно,ЮЗ 4м/с,4.0,749.0,Пасмурно,ЮЗ 4м/с
12.0,754,Малооблачно,З 3м/с,9.0,754.0,Малооблачно,З 3м/с
14.0,754,Переменная облачность,З 3м/с,11.0,754.0,Малооблачно,З 3м/с
14.0,757,Ясно,С 2м/с,10.0,758.0,Ясно,С 2м/с
16.0,756,Ясно,Ю 2м/с,12.0,755.0,Ясно,Ю 2м/с
16.0,755,Малооблачно,ЮВ 2м/с,14.0,754.0,Малооблачно,ЮВ 2м/с
20.0,754,Малооблачно,Ю 1м/с,16.0,753.0,Ясно,Ю 1м/с
18.0,752,Переменная облачность,З 2м/с,16.0,752.0,Малооблачно,З 2м/с
23.0,746,Малооблачно,В 2м/с,21.0,744.0,Переменная облачность,В 2м/с
14.0,737,Пасмурно,СЗ 2м/с,13.0,737.0,Пасмурно,СЗ 2м/с
12.0,741,Пасмурно,СВ 2м/с,10.0,742.0,Малооблачно,СВ 2м/с
13.0,746,Переменная облачность,СЗ 3м/с,9.0,748.0,Ясно,СЗ 3м/с
20.0,750,Ясно,З 3м/с,18.0,750.0,Ясно,З 3м/с
25.0,750,Малооблачно,З 3м/с,21.0,750.0,Ясно,З 3м/с
23.0,748,Ясно,Ю 2м/с,18.0,747.0,Ясно,Ю 2м/с
24.0,742,Малооблачно,З 4м/с,15.0,743.0,Переменная облачность,З 4м/с
12.0,744,Пасмурно,СВ 2м/с,3.0,745.0,Пасмурно,СВ 2м/с
10.0,749,Переменная облачность,З 3м/с,10.0,746.0,Переменная облачность,З 3м/с
19.0,742,Малооблачно,З 3м/с,16.0,743.0,Переменная облачность,З 3м/с
20.0,746,Малооблачно,СЗ 1м/с,16.0,746.0,Ясно,СЗ 1м/с
27.0,737,Переменная облачность,З 4м/с,17.0,739.0,Малооблачно,З 4м/с
23.0,737,Пасмурно,З 2м/с,17.0,738.0,Малооблачно,З 2м/с
7.0,735,Пасмурно,СЗ 4м/с,6.0,738.0,Пасмурно,СЗ 4м/с
13.0,745,Переменная облачность,З 5м/с,9.0,747.0,Малооблачно,З 5м/с
13.0,751,Переменная облачность,З 1м/с,8.0,752.0,Пасмурно,З 1м/с
19.0,747,Малооблачно,З 3м/с,18.0,747.0,Пасмурно,З 3м/с
16.0,748,Малооблачно,С 2м/с,13.0,748.0,Ясно,С 2м/с
17.0,746,Переменная облачность,СЗ 3м/с,13.0,746.0,Ясно,СЗ 3м/с
18.0,749,Малооблачно,СЗ 2м/с,14.0,749.0,Ясно,СЗ 2м/с
24.0,749,Малооблачно,З 2м/с,15.0,748.0,Малооблачно,З 2м/с
18.0,746,Переменная облачность,СЗ 2м/с,17.0,744.0,Пасмурно,СЗ 2м/с
21.0,742,Малооблачно,З 2м/с,18.0,742.0,Ясно,З 2м/с
25.0,741,Малооблачно,З 4м/с,21.0,740.0,Ясно,З 4м/с
22.0,738,Малооблачно,З 3м/с,20.0,739.0,Малооблачно,З 3м/с
20.0,741,Малооблачно,Ю 2м/с,17.0,741.0,Пасмурно,Ю 2м/с
16.0,740,Переменная облачность,З 2м/с,18.0,741.0,Малооблачно,З 2м/с
20.0,741,Малооблачно,З 2м/с,14.0,741.0,Малооблачно,З 2м/с
15.0,741,Пасмурно,СЗ 1м/с,16.0,742.0,Малооблачно,СЗ 1м/с
22.0,740,Переменная облачность,З 2м/с,17.0,740.0,Переменная облачность,З 2м/с
19.0,739,Ясно,З 2м/с,17.0,740.0,Ясно,З 2м/с
25.0,739,Малооблачно,ЮЗ 2м/с,21.0,738.0,Малооблачно,ЮЗ 2м/с
22.0,740,Малооблачно,З 4м/с,16.0,742.0,Ясно,З 4м/с
15.0,744,Пасмурно,З 1м/с,15.0,743.0,Малооблачно,З 1м/с
13.0,740,Пасмурно,В 2м/с,13.0,737.0,Пасмурно,В 2м/с
21.0,744,Пасмурно,З 4м/с,17.0,746.0,Ясно,З 4м/с
25.0,746,Малооблачно,ЮЗ 2м/с,22.0,746.0,Переменная облачность,ЮЗ 2м/с
25.0,745,Переменная облачность,ЮЗ 2м/с,19.0,745.0,Пасмурно,ЮЗ 2м/с
26.0,746,Малооблачно,З 3м/с,21.0,746.0,Малооблачно,З 3м/с
24.0,748,Малооблачно,З 2м/с,17.0,748.0,Ясно,З 2м/с
25.0,749,Малооблачно,СЗ 2м/с,18.0,749.0,Ясно,СЗ 2м/с
21.0,743,Переменная облачность,ЮВ 2м/с,24.0,741.0,Малооблачно,ЮВ 2м/с
31.0,738,Малооблачно,ЮЗ 3м/с,25.0,739.0,Малооблачно,ЮЗ 3м/с
23.0,742,Пасмурно,З 3м/с,21.0,741.0,Пасмурно,З 3м/с
26.0,743,Малооблачно,З 2м/с,22.0,743.0,Ясно,З 2м/с
24.0,731,Переменная облачность,ЮЗ 7м/с,17.0,732.0,Пасмурно,ЮЗ 7м/с
18.0,737,Пасмурно,З 5м/с,16.0,739.0,Малооблачно,З 5м/с
21.0,743,Малооблачно,ЮЗ 3м/с,16.0,743.0,Переменная облачность,ЮЗ 3м/с
20.0,743,Малооблачно,ЮЗ 3м/с,17.0,743.0,Малооблачно,ЮЗ 3м/с
19.0,743,Переменная облачность,З 3м/с,15.0,744.0,Переменная облачность,З 3м/с
21.0,745,Переменная облачность,ЮЗ 3м/с,18.0,745.0,Переменная облачность,ЮЗ 3м/с
19.0,746,Переменная облачность,СВ 1м/с,17.0,746.0,Переменная облачность,СВ 1м/с
21.0,749,Переменная облачность,СВ 2м/с,20.0,749.0,Ясно,СВ 2м/с
24.0,749,Переменная облачность,ЮВ 1м/с,21.0,749.0,Ясно,ЮВ 1м/с
27.0,750,Ясно,В 2м/с,22.0,750.0,Малооблачно,В 2м/с
29.0,751,Ясно,ЮВ 1м/с,24.0,751.0,Ясно,ЮВ 1м/с
30.0,752,Ясно,СЗ 2м/с,21.0,752.0,Ясно,СЗ 2м/с
31.0,751,Ясно,З 2м/с,26.0,749.0,Ясно,З 2м/с
26.0,749,Малооблачно,З 2м/с,22.0,749.0,Ясно,З 2м/с
25.0,749,Малооблачно,СЗ 3м/с,22.0,749.0,Ясно,СЗ 3м/с
26.0,748,Малооблачно,СВ 2м/с,23.0,748.0,Малооблачно,СВ 2м/с
23.0,747,Малооблачно,ЮВ 2м/с,19.0,747.0,Ясно,ЮВ 2м/с
25.0,748,Малооблачно,СЗ 3м/с,18.0,748.0,Ясно,СЗ 3м/с
26.0,745,Ясно,ЮЗ 2м/с,22.0,744.0,Пасмурно,ЮЗ 2м/с
22.0,746,Пасмурно,СЗ 3м/с,16.0,746.0,Ясно,СЗ 3м/с
25.0,745,Малооблачно,З 3м/с,17.0,745.0,Ясно,З 3м/с
25.0,745,Малооблачно,З 3м/с,20.0,745.0,Ясно,З 3м/с
27.0,747,Ясно,З 1м/с,19.0,747.0,Ясно,З 1м/с
32.0,747,Ясно,З 2м/с,24.0,748.0,Ясно,З 2м/с
35.0,749,Ясно,З 2м/с,28.0,748.0,Ясно,З 2м/с
32.0,745,Малооблачно,В 2м/с,29.0,743.0,Малооблачно,В 2м/с
28.0,744,Переменная облачность,З 2м/с,24.0,744.0,Малооблачно,З 2м/с
27.0,746,Пасмурно,СЗ 3м/с,23.0,747.0,Малооблачно,СЗ 3м/с
27.0,749,Малооблачно,СЗ 3м/с,22.0,749.0,Ясно,СЗ 3м/с
27.0,748,Ясно,ЮЗ 2м/с,25.0,746.0,Ясно,ЮЗ 2м/с
28.0,745,Малооблачно,З 2м/с,24.0,745.0,Ясно,З 2м/с
31.0,742,Переменная облачность,З 3м/с,25.0,743.0,Переменная облачность,З 3м/с
27.0,748,Ясно,З 4м/с,22.0,749.0,Ясно,З 4м/с
28.0,752,Ясно,С 2м/с,23.0,750.0,Ясно,С 2м/с
28.0,748,Малооблачно,С 3м/с,20.0,751.0,Малооблачно,С 3м/с
25.0,752,Малооблачно,С 2м/с,20.0,752.0,Ясно,С 2м/с
23.0,754,Переменная облачность,С 2м/с,17.0,754.0,Ясно,С 2м/с
25.0,752,Малооблачно,ЮЗ 2м/с,22.0,749.0,Ясно,ЮЗ 2м/с
26.0,746,Малооблачно,З 3м/с,21.0,748.0,Малооблачно,З 3м/с
23.0,750,Малооблачно,СВ 2м/с,19.0,751.0,Ясно,СВ 2м/с
22.0,752,Ясно,СВ 2м/с,18.0,752.0,Ясно,СВ 2м/с
25.0,753,Малооблачно,СВ 1м/с,17.0,754.0,Ясно,СВ 1м/с
26.0,756,Малооблачно,С 1м/с,21.0,756.0,Ясно,С 1м/с
26.0,757,Малооблачно,С 1м/с,21.0,757.0,Ясно,С 1м/с
25.0,757,Ясно,СВ 2м/с,21.0,756.0,Ясно,СВ 2м/с
26.0,756,Ясно,С 2м/с,21.0,757.0,Ясно,С 2м/с
27.0,757,Ясно,З 2м/с,17.0,757.0,Ясно,З 2м/с
28.0,755,Ясно,СЗ 1м/с,25.0,754.0,Ясно,СЗ 1м/с
30.0,753,Малооблачно,В 3м/с,24.0,753.0,Ясно,В 3м/с
33.0,753,Ясно,ЮВ 3м/с,26.0,752.0,Ясно,ЮВ 3м/с
30.0,751,Пасмурно,ЮВ 2м/с,25.0,750.0,Ясно,ЮВ 2м/с
24.0,751,Ясно,Ю 1м/с,22.0,751.0,Малооблачно,Ю 1м/с
24.0,749,Ясно,З 3м/с,16.0,749.0,Ясно,З 3м/с
24.0,746,Переменная облачность,З 3м/с,17.0,747.0,Ясно,З 3м/с
23.0,747,Ясно,ЮЗ 1м/с,19.0,746.0,Малооблачно,ЮЗ 1м/с
27.0,744,Малооблачно,З 1м/с,22.0,745.0,Пасмурно,З 1м/с
26.0,746,Ясно,СВ 3м/с,19.0,748.0,Ясно,СВ 3м/с
25.0,750,Ясно,С 2м/с,20.0,751.0,Ясно,С 2м/с
27.0,750,Ясно,СВ 3м/с,22.0,749.0,Ясно,СВ 3м/с
28.0,746,Малооблачно,ЮВ 1м/с,22.0,745.0,Пасмурно,ЮВ 1м/с
23.0,743,Малооблачно,З 3м/с,15.0,743.0,Ясно,З 3м/с
20.0,746,Малооблачно,СЗ 3м/с,13.0,748.0,Пасмурно,СЗ 3м/с
13.0,751,Пасмурно,СВ 1м/с,12.0,752.0,Пасмурно,СВ 1м/с
14.0,750,Переменная облачность,В 1м/с,13.0,750.0,Пасмурно,В 1м/с
27.0,746,Ясно,ЮВ 3м/с,21.0,744.0,Ясно,ЮВ 3м/с
16.0,741,Пасмурно,СЗ 2м/с,15.0,743.0,Ясно,СЗ 2м/с
14.0,744,Пасмурно,З 2м/с,13.0,744.0,Ясно,З 2м/с
15.0,748,Малооблачно,СЗ 3м/с,12.0,750.0,Малооблачно,СЗ 3м/с
13.0,755,Малооблачно,СЗ 1м/с,12.0,754.0,Ясно,СЗ 1м/с
24.0,751,Ясно,З 3м/с,18.0,751.0,Ясно,З 3м/с
27.0,750,Ясно,ЮЗ 2м/с,21.0,749.0,Ясно,ЮЗ 2м/с
28.0,743,Малооблачно,ЮЗ 2м/с,19.0,746.0,Ясно,ЮЗ 2м/с
25.0,749,Ясно,З 2м/с,21.0,749.0,Ясно,З 2м/с
24.0,751,Ясно,З 2м/с,16.0,752.0,Ясно,З 2м/с
21.0,755,Ясно,СЗ 2м/с,12.0,755.0,Ясно,СЗ 2м/с
24.0,752,Малооблачно,ЮЗ 1м/с,20.0,751.0,Ясно,ЮЗ 1м/с
30.0,749,Ясно,ЮЗ 3м/с,25.0,750.0,Ясно,ЮЗ 3м/с
21.0,754,Ясно,С 1м/с,15.0,755.0,Ясно,С 1м/с
18.0,756,Ясно,СВ 2м/с,13.0,758.0,Пасмурно,СВ 2м/с
12.0,761,Пасмурно,СВ 3м/с,9.0,762.0,Ясно,СВ 3м/с
16.0,764,Ясно,СВ 2м/с,8.0,763.0,Ясно,СВ 2м/с
12.0,763,Пасмурно,СВ 2м/с,6.0,764.0,Нет данных,СВ 2м/с
8.0,762,Пасмурно,С 1м/с,7.0,761.0,Пасмурно,С 1м/с
8.0,759,Малооблачно,З 2м/с,7.0,760.0,Малооблачно,З 2м/с
9.0,762,Пасмурно,СВ 2м/с,6.0,764.0,Малооблачно,СВ 2м/с
9.0,764,Пасмурно,С 1м/с,7.0,763.0,Пасмурно,С 1м/с
8.0,757,Переменная облачность,З 2м/с,5.0,755.0,Пасмурно,З 2м/с
7.0,752,Пасмурно,Ю 1м/с,6.0,752.0,Пасмурно,Ю 1м/с
7.0,755,Переменная облачность,СВ 3м/с,6.0,755.0,Пасмурно,СВ 3м/с
7.0,756,Ясно,С 2м/с,2.0,757.0,Ясно,С 2м/с
8.0,757,Переменная облачность,СЗ 2м/с,7.0,757.0,Переменная облачность,СЗ 2м/с
4.0,758,Малооблачно,З 2м/с,4.0,758.0,Пасмурно,З 2м/с
12.0,754,Ясно,Ю 1м/с,9.0,752.0,Ясно,Ю 1м/с
12.0,749,Переменная облачность,ЮВ 2м/с,13.0,749.0,Переменная облачность,ЮВ 2м/с
11.0,752,Пасмурно,ЮВ 2м/с,10.0,752.0,Пасмурно,ЮВ 2м/с
15.0,755,Ясно,ЮВ 1м/с,10.0,755.0,Ясно,ЮВ 1м/с
17.0,755,Ясно,В 2м/с,9.0,755.0,Ясно,В 2м/с
17.0,752,Ясно,ЮВ 2м/с,11.0,752.0,Ясно,ЮВ 2м/с
11.0,752,Малооблачно,З 1м/с,7.0,752.0,Малооблачно,З 1м/с
12.0,752,Малооблачно,Ю 1м/с,6.0,751.0,Малооблачно,Ю 1м/с
11.0,749,Пасмурно,ЮВ 1м/с,10.0,748.0,Малооблачно,ЮВ 1м/с
10.0,745,Пасмурно,В 2м/с,10.0,743.0,Пасмурно,В 2м/с
9.0,740,Пасмурно,ЮВ 2м/с,7.0,739.0,Пасмурно,ЮВ 2м/с
7.0,737,Пасмурно,ЮВ 1м/с,7.0,740.0,Малооблачно,ЮВ 1м/с
9.0,742,Переменная облачность,СЗ 2м/с,8.0,743.0,Переменная облачность,СЗ 2м/с
8.0,745,Малооблачно,З 3м/с,8.0,743.0,Пасмурно,З 3м/с
13.0,743,Пасмурно,СЗ 3м/с,6.0,747.0,Ясно,СЗ 3м/с
6.0,749,Пасмурно,СЗ 2м/с,4.0,750.0,Пасмурно,СЗ 2м/с
2.0,749,Пасмурно,С 1м/с,-1.0,749.0,Переменная облачность,С 1м/с
3.0,748,Пасмурно,С 1м/с,1.0,749.0,Пасмурно,С 1м/с
2.0,751,Пасмурно,З 2м/с,-1.0,752.0,Переменная облачность,З 2м/с
1.0,758,Переменная облачность,СЗ 1м/с,-1.0,761.0,Переменная облачность,СЗ 1м/с
1.0,763,Переменная облачность,В 2м/с,-2.0,763.0,Ясно,В 2м/с
-1.0,755,Пасмурно,В 2м/с,-2.0,753.0,Пасмурно,В 2м/с
-1.0,748,Пасмурно,З 1м/с,-2.0,748.0,Переменная облачность,З 1м/с
0.0,745,Нет данных,ЮВ 1м/с,-1.0,746.0,Пасмурно,ЮВ 1м/с
6.0,737,Пасмурно,Ю 4м/с,8.0,737.0,Пасмурно,Ю 4м/с
7.0,737,Пасмурно,В 2м/с,6.0,728.0,Пасмурно,В 2м/с
4.0,731,Пасмурно,Ю 3м/с,4.0,731.0,Пасмурно,Ю 3м/с
3.0,735,Пасмурно,ЮЗ 4м/с,2.0,739.0,Малооблачно,ЮЗ 4м/с
2.0,742,Пасмурно,З 2м/с,1.0,743.0,Малооблачно,З 2м/с
2.0,747,Малооблачно,З 2м/с,1.0,749.0,Ясно,З 2м/с
2.0,749,Пасмурно,З 3м/с,2.0,752.0,Пасмурно,З 3м/с
1.0,756,Пасмурно,С 1м/с,1.0,757.0,Переменная облачность,С 1м/с
1.0,759,Пасмурно,З 2м/с,2.0,761.0,Пасмурно,З 2м/с
2.0,761,Пасмурно,З 2м/с,1.0,759.0,Пасмурно,З 2м/с
3.0,756,Малооблачно,СЗ 2м/с,2.0,757.0,Переменная облачность,СЗ 2м/с
2.0,760,Переменная облачность,СЗ 1м/с,0.0,760.0,Пасмурно,СЗ 1м/с
-1.0,758,Пасмурно,ЮЗ 1м/с,-1.0,758.0,Пасмурно,ЮЗ 1м/с
2.0,756,Ясно,В 2м/с,1.0,755.0,Малооблачно,В 2м/с
2.0,752,Малооблачно,ЮВ 1м/с,2.0,751.0,Нет данных,ЮВ 1м/с
6.0,747,Пасмурно,Ю 3м/с,4.0,749.0,Пасмурно,Ю 3м/с
2.0,754,Пасмурно,ЮЗ 1м/с,2.0,752.0,Пасмурно,ЮЗ 1м/с
2.0,753,Малооблачно,З 2м/с,1.0,750.0,Пасмурно,З 2м/с
2.0,753,Пасмурно,З 2м/с,1.0,755.0,Пасмурно,З 2м/с
2.0,755,Пасмурно,З 2м/с,1.0,756.0,Малооблачно,З 2м/с
1.0,755,Пасмурно,В 2м/с,1.0,754.0,Нет данных,В 2м/с
4.0,752,Малооблачно,ЮВ 2м/с,1.0,752.0,Ясно,ЮВ 2м/с
3.0,746,Ясно,В 2м/с,0.0,745.0,Ясно,В 2м/с
5.0,740,Ясно,В 4м/с,3.0,740.0,Ясно,В 4м/с
4.0,744,Пасмурно,З 2м/с,3.0,748.0,Нет данных,З 2м/с
1.0,749,Пасмурно,С 1м/с,3.0,749.0,Пасмурно,С 1м/с
-2.0,756,Пасмурно,З 2м/с,,,Неизвестно,
-1.0,761,Пасмурно,З 1м/с,-1.0,761.0,Пасмурно,З 1м/с
-2.0,761,Пасмурно,В 1м/с,-2.0,762.0,Пасмурно,В 1м/с
-2.0,764,Пасмурно,ЮВ 2м/с,-2.0,765.0,Пасмурно,ЮВ 2м/с
-3.0,767,Переменная облачность,Ш,-4.0,767.0,Переменная облачность,Ш
-5.0,767,Пасмурно,Ю 1м/с,-6.0,767.0,Переменная облачность,Ю 1м/с
-5.0,763,Малооблачно,Ю 3м/с,-5.0,762.0,Пасмурно,Ю 3м/с
-3.0,756,Пасмурно,Ю 3м/с,-3.0,753.0,Пасмурно,Ю 3м/с
-4.0,750,Пасмурно,ЮВ 2м/с,-4.0,749.0,Пасмурно,ЮВ 2м/с
-5.0,747,Пасмурно,В 2м/с,-4.0,746.0,Пасмурно,В 2м/с
-4.0,742,Пасмурно,В 1м/с,-5.0,743.0,Пасмурно,В 1м/с
-4.0,746,Пасмурно,СВ 1м/с,-4.0,748.0,Пасмурно,СВ 1м/с
-6.0,752,Переменная облачность,З 2м/с,-7.0,753.0,Пасмурно,З 2м/с
-6.0,756,Пасмурно,В 2м/с,-7.0,757.0,Пасмурно,В 2м/с
-3.0,758,Пасмурно,ЮВ 2м/с,-3.0,758.0,Пасмурно,ЮВ 2м/с
-4.0,758,Пасмурно,В 3м/с,-4.0,758.0,Пасмурно,В 3м/с
,,Неизвестно,,-5.0,758.0,Пасмурно,Ш
-5.0,760,Переменная облачность,В 2м/с,-7.0,761.0,Переменная облачность,В 2м/с
-9.0,761,Малооблачно,В 3м/с,-10.0,761.0,Ясно,В 3м/с
-10.0,763,Ясно,В 2м/с,-11.0,764.0,Пасмурно,В 2м/с
-10.0,763,Ясно,ЮВ 3м/с,-12.0,762.0,Переменная облачность,ЮВ 3м/с
-11.0,764,Малооблачно,В 3м/с,-13.0,763.0,Ясно,В 3м/с
-12.0,762,Ясно,В 2м/с,-12.0,762.0,Ясно,В 2м/с
-9.0,762,Пасмурно,ЮЗ 1м/с,-9.0,763.0,Пасмурно,ЮЗ 1м/с
-5.0,762,Пасмурно,В 1м/с,-6.0,761.0,Пасмурно,В 1м/с
-8.0,753,Пасмурно,ЮВ 2м/с,-7.0,750.0,Пасмурно,ЮВ 2м/с
-6.0,748,Пасмурно,ЮЗ 2м/с,-6.0,747.0,Пасмурно,ЮЗ 2м/с
-6.0,737,Пасмурно,Ю 2м/с,-6.0,733.0,Пасмурно,Ю 2м/с
-5.0,726,Пасмурно,З 1м/с,-3.0,729.0,Пасмурно,З 1м/с
-7.0,745,Пасмурно,З 2м/с,-8.0,745.0,Пасмурно,З 2м/с
2.0,749,Пасмурно,З 3м/с,2.0,749.0,Пасмурно,З 3м/с
2.0,752,Пасмурно,ЮЗ 2м/с,1.0,753.0,Пасмурно,ЮЗ 2м/с
1.0,758,Нет данных,Ю 1м/с,0.0,759.0,Нет данных,Ю 1м/с
1.0,758,Пасмурно,В 2м/с,0.0,757.0,Пасмурно,В 2м/с
-5.0,753,Ясно,В 3м/с,-4.0,752.0,Пасмурно,В 3м/с
-5.0,752,Пасмурно,ЮВ 1м/с,-5.0,753.0,Переменная облачность,ЮВ 1м/с
-3.0,755,Пасмурно,Ю 1м/с,-3.0,756.0,Пасмурно,Ю 1м/с
-2.0,757,Малооблачно,ЮВ 1м/с,-3.0,757.0,Переменная облачность,ЮВ 1м/с
-7.0,756,Малооблачно,В 3м/с,-9.0,756.0,Ясно,В 3м/с
-10.0,757,Ясно,В 2м/с,-12.0,757.0,Ясно,В 2м/с
-9.0,756,Пасмурно,В 2м/с,-8.0,756.0,Пасмурно,В 2м/с
-6.0,752,Пасмурно,ЮЗ 2м/с,-4.0,749.0,Пасмурно,ЮЗ 2м/с
-4.0,747,Пасмурно,З 2м/с,-6.0,747.0,Малооблачно,З 2м/с
-5.0,746,Малооблачно,З 2м/с,-7.0,747.0,Переменная облачность,З 2м/с
-6.0,749,Переменная облачность,З 2м/с,-7.0,749.0,Пасмурно,З 2м/с
-4.0,752,Пасмурно,З 2м/с,-6.0,754.0,Пасмурно,З 2м/с
-7.0,760,Малооблачно,СВ 2м/с,-15.0,764.0,Ясно,СВ 2м/с
-15.0,766,Ясно,С 1м/с,-19.0,766.0,Ясно,С 1м/с
-14.0,763,Малооблачно,З 1м/с,-13.0,764.0,Переменная облачность,З 1м/с
-9.0,766,Пасмурно,З 1м/с,-9.0,765.0,Пасмурно,З 1м/с
-7.0,761,Пасмурно,СЗ 2м/с,-8.0,758.0,Пасмурно,СЗ 2м/с
-9.0,755,Пасмурно,В 1м/с,-9.0,755.0,Пасмурно,В 1м/с
-13.0,758,Малооблачно,ЮВ 1м/с,-14.0,758.0,Малооблачно,ЮВ 1м/с
-16.0,758,Ясно,В 3м/с,-17.0,759.0,Ясно,В 3м/с
-12.0,757,Пасмурно,В 4м/с,-12.0,757.0,Пасмурно,В 4м/с
-9.0,755,Переменная облачность,В 3м/с,-9.0,754.0,Пасмурно,В 3м/с
-7.0,755,Пасмурно,В 2м/с,-9.0,756.0,Пасмурно,В 2м/с
-8.0,755,Пасмурно,В 4м/с,-9.0,755.0,Пасмурно,В 4м/с
-11.0,759,Пасмурно,В 3м/с,-9.0,761.0,Переменная облачность,В 3м/с
-11.0,767,Ясно,ЮВ 2м/с,-10.0,769.0,Ясно,ЮВ 2м/с
-13.0,773,Ясно,ЮВ 2м/с,-14.0,774.0,Ясно,ЮВ 2м/с
-14.0,776,Ясно,ЮВ 2м/с,-16.0,776.0,Ясно,ЮВ 2м/с
-14.0,770,Ясно,Ю 2м/с,-16.0,769.0,Ясно,Ю 2м/с
-12.0,763,Ясно,ЮВ 3м/с,-14.0,761.0,Ясно,ЮВ 3м/с
-10.0,758,Ясно,В 4м/с,-12.0,755.0,Ясно,В 4м/с
-14.0,745,Пасмурно,В 5м/с,-14.0,744.0,Пасмурно,В 5м/с
-6.0,747,Пасмурно,В 1м/с,-6.0,750.0,Пасмурно,В 1м/с
-6.0,756,Пасмурно,З 1м/с,-7.0,756.0,Переменная облачность,З 1м/с
-6.0,757,Малооблачно,Ю 2м/с,-7.0,757.0,Пасмурно,Ю 2м/с
-4.0,754,Пасмурно,ЮВ 3м/с,-3.0,752.0,Пасмурно,ЮВ 3м/с
-5.0,750,Пасмурно,ЮВ 4м/с,-6.0,753.0,Пасмурно,ЮВ 4м/с
-6.0,761,Пасмурно,В 2м/с,-6.0,763.0,Пасмурно,В 2м/с
-5.0,770,Пасмурно,В 3м/с,-6.0,770.0,Переменная облачность,В 3м/с
-7.0,767,Малооблачно,ЮВ 2м/с,-9.0,767.0,Пасмурно,ЮВ 2м/с
-7.0,765,Ясно,В 2м/с,-9.0,764.0,Ясно,В 2м/с
-5.0,762,Ясно,В 2м/с,-9.0,761.0,Ясно,В 2м/с
-5.0,757,Ясно,С 1м/с,-8.0,756.0,Ясно,С 1м/с
-7.0,755,Переменная облачность,СЗ 2м/с,-9.0,755.0,Ясно,СЗ 2м/с
-8.0,757,Ясно,СЗ 1м/с,-13.0,758.0,Ясно,СЗ 1м/с
-8.0,762,Ясно,З 1м/с,-16.0,763.0,Ясно,З 1м/с
-7.0,767,Ясно,З 1м/с,-13.0,768.0,Ясно,З 1м/с
-6.0,769,Ясно,В 2м/с,-10.0,769.0,Ясно,В 2м/с
-7.0,766,Ясно,ЮВ 1м/с,-10.0,765.0,Ясно,ЮВ 1м/с
-6.0,761,Ясно,В 4м/с,-7.0,758.0,Пасмурно,В 4м/с
-8.0,755,Пасмурно,ЮВ 2м/с,-8.0,753.0,Пасмурно,ЮВ 2м/с
-5.0,749,Малооблачно,З 2м/с,-8.0,749.0,Пасмурно,З 2м/с
-6.0,751,Ясно,З 2м/с,-11.0,752.0,Ясно,З 2м/с
-10.0,754,Ясно,З 1м/с,-15.0,755.0,Ясно,З 1м/с
-11.0,756,Малооблачно,Ш,-18.0,756.0,Ясно,Ш
-12.0,756,Ясно,ЮВ 2м/с,-14.0,755.0,Ясно,ЮВ 2м/с
-9.0,752,Ясно,С 3м/с,-12.0,752.0,Ясно,С 3м/с
-12.0,750,Пасмурно,СЗ 1м/с,-14.0,750.0,Переменная облачность,СЗ 1м/с
-12.0,757,Ясно,С 3м/с,-18.0,759.0,Ясно,С 3м/с
-15.0,761,Ясно,С 2м/с,-18.0,763.0,Малооблачно,С 2м/с
-11.0,763,Ясно,СВ 1м/с,-18.0,761.0,Ясно,СВ 1м/с
-8.0,758,Ясно,З 1м/с,-14.0,757.0,Ясно,З 1м/с
-10.0,752,Пасмурно,ЮВ 1м/с,-12.0,749.0,Пасмурно,ЮВ 1м/с
-7.0,743,Пасмурно,ЮВ 4м/с,-6.0,740.0,Пасмурно,ЮВ 4м/с
-5.0,734,Малооблачно,З 4м/с,-11.0,737.0,Ясно,З 4м/с
-9.0,746,Малооблачно,СЗ 3м/с,-13.0,749.0,Ясно,СЗ 3м/с
